CO,NO2,pm10,pm25,Temperature,Humidity,Wind speed,date,time,CO_AQI,NO2_AQI,pm10_AQI,pm25_AQI,AQI
485,12.3,71.3,16.4,18,0.58,2.73,2/11/2024,23:00,5,6,59,65,65
411,12.6,69,12.3,17,0.59,2.59,2/12/2024,0:00,4,6,58,57,58
484,12.6,66.5,10.1,16,0.6,2.23,2/12/2024,1:00,5,6,57,53,57
406,14.4,62.8,17.7,15,0.61,2.03,2/12/2024,2:00,4,7,55,67,67
480,13.3,76,23.3,14,0.62,2.13,2/12/2024,3:00,5,7,61,77,77
424,12.7,72.6,18.1,14,0.62,2.28,2/12/2024,4:00,4,6,60,68,68
509,12.1,70.1,14.1,13,0.63,2.16,2/12/2024,5:00,5,6,58,60,60
458,13.9,70.1,18.2,12,0.64,1.6,2/12/2024,6:00,5,7,58,68,68
572,9.5,74.6,21.2,12,0.62,1.38,2/12/2024,7:00,6,5,61,74,74
661,9.2,77.5,17.5,13,0.54,1.52,2/12/2024,8:00,7,5,62,67,67
843,10,96.2,21.1,17,0.45,1.81,2/12/2024,9:00,8,5,71,73,73
545,7.9,88,20,19,0.4,2.56,2/12/2024,10:00,5,4,67,71,71
478,7.6,80.6,17.8,21,0.39,2.86,2/12/2024,11:00,5,4,64,67,67
352,7.6,60.7,17.9,22,0.39,3.47,2/12/2024,12:00,3,4,54,67,67
377,6.4,59.5,15,23,0.38,3.19,2/12/2024,13:00,4,3,53,62,62
335,2.9,45,13.1,23,0.39,3.53,2/12/2024,14:00,3,1,42,58,58
368,2.9,54.9,13.9,24,0.4,4.1,2/12/2024,15:00,4,1,51,60,60
339,2.9,44.9,11.2,24,0.43,4.65,2/12/2024,16:00,3,1,42,55,55
380,2.9,47.6,9.5,23,0.48,4.94,2/12/2024,17:00,4,1,44,52,52
315,3.8,39,10.3,22,0.57,5.33,2/12/2024,18:00,3,2,36,53,53
366,3.8,41,7.4,21,0.65,5.72,2/12/2024,19:00,4,2,38,41,41
293,2.5,47,16,20,0.72,4.95,2/12/2024,20:00,3,1,44,64,64
332,4.4,54.9,13.3,20,0.76,4.45,2/12/2024,21:00,3,2,51,59,59
273,5.7,52.6,10.7,19,0.79,4.26,2/12/2024,22:00,3,3,49,54,54
303,6.7,49.2,8.2,18,0.81,3.71,2/12/2024,23:00,3,3,46,46,46
230,8.4,45.5,7.7,18,0.83,3.32,2/13/2024,0:00,2,4,42,43,43
316,8.4,46,6.3,17,0.85,2.96,2/13/2024,1:00,3,4,43,35,43
253,8.4,41.7,4.7,17,0.87,2.98,2/13/2024,2:00,3,4,39,26,39
305,8.4,49.4,9,17,0.89,2.8,2/13/2024,3:00,3,4,46,50,50
240,9,52.9,17.5,17,0.9,2.54,2/13/2024,4:00,2,5,49,67,67
326,8.4,55.2,13.3,16,0.92,2.57,2/13/2024,5:00,3,4,51,59,59
264,8.4,44.1,9.7,16,0.93,1.93,2/13/2024,6:00,3,4,41,52,52
345,10,40.8,7.8,17,0.91,1.89,2/13/2024,7:00,3,5,38,43,43
291,7.7,44.1,5.9,17,0.81,2.86,2/13/2024,8:00,3,4,41,33,41
371,3.8,53.9,10.7,18,0.71,2.58,2/13/2024,9:00,4,2,50,54,54
329,3,53.2,8,20,0.63,3.08,2/13/2024,10:00,3,2,49,44,49
372,3,50.3,13.5,21,0.59,3.54,2/13/2024,11:00,4,2,47,59,59
299,3,46,12.4,23,0.56,4.06,2/13/2024,12:00,3,2,43,57,57
334,3.3,34.5,10.9,24,0.55,4.34,2/13/2024,13:00,3,2,32,54,54
256,2.5,41.5,10.3,25,0.56,5.55,2/13/2024,14:00,3,1,38,53,53
324,2.5,49.1,11.3,25,0.61,6.35,2/13/2024,15:00,3,1,45,55,55
297,2.5,43.3,8.7,25,0.62,6.44,2/13/2024,16:00,3,1,40,48,48
379,2.5,42.5,8,25,0.64,5.92,2/13/2024,17:00,4,1,39,44,44
336,4.4,42.8,6.9,24,0.73,5.9,2/13/2024,18:00,3,2,40,38,40
409,6.5,34.6,6.5,23,0.8,5.29,2/13/2024,19:00,4,3,32,36,36
341,8.4,46.7,8.6,21,0.84,4.34,2/13/2024,20:00,3,4,43,48,48
390,8.9,55.1,10.5,21,0.86,4.06,2/13/2024,21:00,4,4,51,54,54
353,8.4,43.6,8.7,20,0.87,3.44,2/13/2024,22:00,4,4,40,48,48
387,8.4,43.6,7.3,20,0.85,2.91,2/13/2024,23:00,4,4,40,41,41
318,8.4,44.4,5.6,20,0.83,3.1,2/14/2024,0:00,3,4,41,31,41
361,9.2,37.6,5.5,20,0.84,2.99,2/14/2024,1:00,4,5,35,31,35
296,9.2,55.6,5.2,20,0.78,3.16,2/14/2024,2:00,3,5,51,29,51
307,9.2,55.6,4.7,20,0.79,2.93,2/14/2024,3:00,3,5,51,26,51
248,6.2,47.7,3.3,20,0.79,2.79,2/14/2024,4:00,2,3,44,18,44
304,7,34.8,4.3,20,0.8,3.14,2/14/2024,5:00,3,4,32,24,32
269,9.2,33,4.9,20,0.85,3.07,2/14/2024,6:00,3,5,31,27,31
319,10,40.3,5.3,20,0.88,2.6,2/14/2024,7:00,3,5,37,29,37
272,7,35.9,6,20,0.79,3.46,2/14/2024,8:00,3,4,33,33,33
312,3.9,39,9.6,21,0.69,4.21,2/14/2024,9:00,3,2,36,52,52
312,3.9,40.6,8.1,22,0.63,4.67,2/14/2024,10:00,3,2,38,45,45
329,3,47.5,7.7,23,0.6,5.1,2/14/2024,11:00,3,2,44,43,44
243,3.9,36.3,6.6,23,0.58,5.11,2/14/2024,12:00,2,2,34,36,36
311,3.3,33.4,9.3,24,0.56,4.63,2/14/2024,13:00,3,2,31,51,51
267,3.3,34.4,13.3,24,0.49,4.49,2/14/2024,14:00,3,2,32,59,59
332,3.3,31.8,9.6,24,0.46,5.47,2/14/2024,15:00,3,2,29,52,52
338,3.3,39.3,11.8,23,0.48,6.7,2/14/2024,16:00,3,2,36,56,56
468,3.3,38.3,8.9,23,0.52,6.3,2/14/2024,17:00,5,2,35,50,50
424,3.3,38.4,7.4,23,0.6,6.13,2/14/2024,18:00,4,2,36,41,41
446,2.5,44.4,5.7,22,0.69,5.8,2/14/2024,19:00,4,1,41,32,41
411,4.4,43.1,6.2,22,0.77,5.66,2/14/2024,20:00,4,2,40,34,40
382,9.2,35.2,6.4,22,0.82,4.98,2/14/2024,21:00,4,5,33,36,36
306,9.2,38.1,6.3,21,0.84,4.51,2/14/2024,22:00,3,5,35,35,35
326,9.2,35.8,4.9,21,0.86,3.8,2/14/2024,23:00,3,5,33,27,33
222,9.2,32.4,5.7,21,0.88,3.44,2/15/2024,0:00,2,5,30,32,32
249,9.2,36.2,6.2,21,0.88,3.54,2/15/2024,1:00,2,5,34,34,34
209,9.2,37.9,5.7,21,0.88,3.29,2/15/2024,2:00,2,5,35,32,35
241,8.4,43.1,5.4,21,0.88,3.01,2/15/2024,3:00,2,4,40,30,40
201,9.2,35.6,10.9,20,0.89,3.07,2/15/2024,4:00,2,5,33,54,54
252,9.2,33.5,10.1,20,0.89,2.7,2/15/2024,5:00,3,5,31,53,53
277,9.3,35.7,7.3,20,0.89,2.53,2/15/2024,6:00,3,5,33,40,40
575,10,25.5,7.1,20,0.88,2.28,2/15/2024,7:00,6,5,24,40,40
806,9.2,44.1,16,20,0.86,2.3,2/15/2024,8:00,8,5,41,64,64
704.4,8.9,47.9,12.4,20,0.85,2.56,2/15/2024,9:00,7,4,44,57,57
541,8.9,47,9,21,0.82,2.35,2/15/2024,10:00,5,4,44,50,50
511,8.1,33.2,9.8,22,0.81,2.28,2/15/2024,11:00,5,4,31,52,52
424,6.5,47.6,8.9,23,0.79,2.04,2/15/2024,12:00,4,3,44,49,49
407,5.3,48.9,7.5,23,0.77,1.66,2/15/2024,13:00,4,3,45,42,45
376,6.1,37.2,8.1,24,0.76,1.67,2/15/2024,14:00,4,3,34,45,45
395,8.8,58.7,8.1,24,0.76,2.03,2/15/2024,15:00,4,4,53,45,53
446,6.1,38.1,7.5,23,0.75,1.69,2/15/2024,16:00,4,3,35,42,42
607,5.3,48.6,5.5,24,0.76,1.36,2/15/2024,17:00,6,3,45,31,45
854,6.7,49,4,24,0.77,1.2,2/15/2024,18:00,8,3,45,22,45
940,6.8,51.7,3.1,23,0.78,1.21,2/15/2024,19:00,9,3,48,17,48
802,6.1,43.7,8.1,21,0.79,1.22,2/15/2024,20:00,8,3,40,45,45
1130,15.7,47.3,10.8,20,0.81,1.93,2/15/2024,21:00,11,8,44,54,54
1210,15.7,50.8,10.1,20,0.81,1.81,2/15/2024,22:00,12,8,47,53,53
874,7.1,48.6,9.7,20,0.81,1.72,2/15/2024,23:00,9,4,45,52,52
887,9.4,48.6,12.1,19,0.82,1.94,2/16/2024,0:00,9,5,45,57,57
734,8.4,48.7,12.9,19,0.82,1.73,2/16/2024,1:00,7,4,45,58,58
707,6.7,48.6,11.9,19,0.81,1.71,2/16/2024,2:00,7,3,45,56,56
569,6.7,48.1,10.2,20,0.81,1.68,2/16/2024,3:00,6,3,45,53,53
700,7.4,48.6,18.3,20,0.81,1.71,2/16/2024,4:00,7,4,45,68,68
546,6.7,49.2,15,19,0.81,1.49,2/16/2024,5:00,5,3,46,62,62
540,6.7,47.9,12.2,20,0.81,1.45,2/16/2024,6:00,5,3,44,57,57
679,7.5,44.2,9.5,20,0.81,1.61,2/16/2024,7:00,7,4,41,52,52
742,6.5,44.2,7.8,20,0.79,1.72,2/16/2024,8:00,7,3,41,43,43
679,5.8,45.1,6.5,20,0.75,1.84,2/16/2024,9:00,7,3,42,36,42
563,3.3,41.7,10.3,21,0.72,2.26,2/16/2024,10:00,6,2,39,53,53
581,3.9,37,8.4,22,0.68,2.74,2/16/2024,11:00,6,2,34,47,47
521,3.9,31.9,12.8,22,0.65,3.31,2/16/2024,12:00,5,2,30,58,58
497,3.3,35.4,9.9,23,0.59,3.21,2/16/2024,13:00,5,2,33,52,52
478,3.3,34.6,7.9,23,0.56,3.66,2/16/2024,14:00,5,2,32,44,44
454,3.3,38,6.1,25,0.54,4.07,2/16/2024,15:00,5,2,35,34,35
437,2.5,43.8,4.8,24,0.53,4.17,2/16/2024,16:00,4,1,41,27,41
530,3.3,39.5,5.2,24,0.54,4.74,2/16/2024,17:00,5,2,37,29,37
593,3.3,40.1,5.9,24,0.6,4.55,2/16/2024,18:00,6,2,37,33,37
587,3.3,36.6,5.2,23,0.65,4.72,2/16/2024,19:00,6,2,34,29,34
526,2.5,50.3,6.1,22,0.71,4.56,2/16/2024,20:00,5,1,47,34,47
535,4.4,54.7,7.1,21,0.73,4.13,2/16/2024,21:00,5,2,51,40,51
520,4.4,48.3,6.9,20,0.76,3.65,2/16/2024,22:00,5,2,45,39,45
530,5.7,43.6,5.8,19,0.78,3.31,2/16/2024,23:00,5,3,40,32,40
459,6.2,47.9,4.1,19,0.8,2.92,2/17/2024,0:00,5,3,44,23,44
431,8.9,42.4,3.2,18,0.82,2.8,2/17/2024,1:00,4,4,39,18,39
348,9.4,41.6,2.8,18,0.87,2.95,2/17/2024,2:00,3,5,39,16,39
304,8.9,54.6,9.2,18,0.89,3.02,2/17/2024,3:00,3,4,51,51,51
272,8.9,49.9,7.5,18,0.91,2.74,2/17/2024,4:00,3,4,46,42,46
204,8.9,42.6,9.2,18,0.92,2.5,2/17/2024,5:00,2,4,39,51,51
226,9.8,35.3,8,19,0.94,2.36,2/17/2024,6:00,2,5,33,45,45
285,10.5,40.4,7.8,19,0.93,2.23,2/17/2024,7:00,3,5,37,43,43
442,9.8,38.9,6.8,19,0.85,3.09,2/17/2024,8:00,4,5,36,38,38
447,5.8,34.6,10.7,19,0.73,3.36,2/17/2024,9:00,4,3,32,54,54
357,3.9,34.3,13.5,20,0.64,3.98,2/17/2024,10:00,4,2,32,59,59
378,3.9,40.3,10.3,21,0.58,4.59,2/17/2024,11:00,4,2,37,53,53
312,3,41.7,11,23,0.54,4.61,2/17/2024,12:00,3,2,39,55,55
225,3.3,41.1,8.6,23,0.48,4.92,2/17/2024,13:00,2,2,38,48,48
176,3.3,32,11.7,24,0.45,5.28,2/17/2024,14:00,2,2,30,56,56
188,3.3,32.4,13.6,25,0.46,7.29,2/17/2024,15:00,2,2,30,59,59
179,3.3,28.4,11.1,25,0.5,7.31,2/17/2024,16:00,2,2,26,55,55
250,3.3,21.1,8.9,24,0.56,7.12,2/17/2024,17:00,2,2,20,49,49
249,3.3,32.1,7.4,24,0.64,6.17,2/17/2024,18:00,2,2,30,41,41
253,3.3,25.4,6.6,24,0.7,5.92,2/17/2024,19:00,3,2,24,37,37
283,14.3,29.2,29.2,23,0.76,5.79,2/17/2024,20:00,3,7,27,88,88
270,7.3,21.5,21.6,22,0.78,5.35,2/17/2024,21:00,3,4,20,74,74
297,6.5,36,15.6,22,0.79,5.26,2/17/2024,22:00,3,3,33,63,63
274,7.5,35.9,12.1,22,0.81,4.69,2/17/2024,23:00,3,4,33,57,57
286,8.4,45.3,10.8,21,0.82,4.38,2/18/2024,0:00,3,4,42,54,54
270,9.2,32.6,8.5,21,0.83,4.3,2/18/2024,1:00,3,5,30,47,47
278,9.2,35.2,6.4,21,0.85,4.32,2/18/2024,2:00,3,5,33,35,35
236,8.4,45.7,6.6,21,0.85,4.24,2/18/2024,3:00,2,4,42,37,42
229,8.4,43.6,6.2,21,0.85,4.15,2/18/2024,4:00,2,4,40,35,40
222,9.2,32.2,6.4,21,0.86,4.03,2/18/2024,5:00,2,5,30,36,36
235,9.2,39,6.4,21,0.86,3.87,2/18/2024,6:00,2,5,36,35,36
299,10,28.5,11.1,21,0.87,3.67,2/18/2024,7:00,3,5,26,55,55
356,9.8,30.1,10.3,21,0.85,3.89,2/18/2024,8:00,4,5,28,53,53
370,7,31.1,9.2,22,0.8,4.2,2/18/2024,9:00,4,4,29,51,51
396,3.9,26,12.6,22,0.72,4.45,2/18/2024,10:00,4,2,24,58,58
407,3.9,28.6,9.3,24,0.65,4.55,2/18/2024,11:00,4,2,26,51,51
394,3.9,30.3,8.2,25,0.57,4.35,2/18/2024,12:00,4,2,28,46,46
372,3.3,39.3,7.1,25,0.48,4.62,2/18/2024,13:00,4,2,36,40,40
391,3.3,30.3,7.7,26,0.45,5.94,2/18/2024,14:00,4,2,28,43,43
404,4.1,24.6,6.2,27,0.46,6.76,2/18/2024,15:00,4,2,23,35,35
354,4.2,20.2,6.9,27,0.51,7.1,2/18/2024,16:00,4,2,19,38,38
334,3.3,32.4,6.3,26,0.58,6.24,2/18/2024,17:00,3,2,30,35,35
294,3.3,24.7,5.7,26,0.67,6.07,2/18/2024,18:00,3,2,23,32,32
358,5.3,39.1,6.4,25,0.73,5.48,2/18/2024,19:00,4,3,36,36,36
304,6.5,30.8,6.1,24,0.78,5.58,2/18/2024,20:00,3,3,29,34,34
314,9.2,22.6,4.8,24,0.82,5.56,2/18/2024,21:00,3,5,21,26,26
278,9.7,25.2,3.7,24,0.84,5.39,2/18/2024,22:00,3,5,23,20,23
281,9.2,24.5,5.1,24,0.84,4.63,2/18/2024,23:00,3,5,23,28,28
134,9.2,28.4,6.1,23,0.85,4.63,2/19/2024,0:00,1,5,26,34,34
191,9.2,20.8,4.9,23,0.87,3.77,2/19/2024,1:00,2,5,19,27,27
169,9.2,15,8.1,23,0.88,3.95,2/19/2024,2:00,2,5,14,45,45
182,9.2,21.2,6.7,23,0.87,4.27,2/19/2024,3:00,2,5,20,37,37
199,9.2,27.9,7,23,0.87,3.8,2/19/2024,4:00,2,5,26,39,39
239,9.2,23.4,9.4,22,0.88,3.3,2/19/2024,5:00,2,5,22,52,52
348,9.2,17.6,7.3,22,0.88,3.33,2/19/2024,6:00,3,5,16,40,40
788,10.2,23.5,5.9,22,0.86,3.33,2/19/2024,7:00,8,5,22,33,33
847,10.7,27.3,5.2,23,0.82,2.96,2/19/2024,8:00,8,5,25,29,29
810.6,3.8,27.1,7.2,24,0.79,3,2/19/2024,9:00,8,2,25,40,40
380,3.8,19.2,5.9,25,0.74,3.38,2/19/2024,10:00,4,2,18,33,33
402,3.8,14.4,5.6,26,0.67,3.27,2/19/2024,11:00,4,2,13,31,31
425,3.7,11.2,6.8,27,0.57,2.88,2/19/2024,12:00,4,2,10,38,38
510,3.7,16.9,7.3,26,0.6,3.91,2/19/2024,13:00,5,2,16,40,40
482,3.8,17.5,10.4,26,0.56,4.85,2/19/2024,14:00,5,2,16,53,53
369,3.3,17.9,9.4,30.45,0.55,6.22,2/19/2024,15:00,4,2,17,52,52
460,1.3,16.8,6.6,26,0.59,7.07,2/19/2024,16:00,5,1,16,37,37
643,1.5,23.2,15.8,26,0.66,6.73,2/19/2024,17:00,6,1,21,63,63
862,1.5,23.7,12.3,26,0.75,6.4,2/19/2024,18:00,9,1,22,57,57
669,1.5,24.5,11.5,25,0.81,5.81,2/19/2024,19:00,7,1,23,55,55
566,1.4,19.2,9.2,24,0.82,5.48,2/19/2024,20:00,6,1,18,51,51
559,1.5,18.5,8.4,24,0.84,5.17,2/19/2024,21:00,6,1,17,47,47
529,1.5,20.3,7.8,23,0.85,5.17,2/19/2024,22:00,5,1,19,44,44
394,1.5,19.2,8.3,23,0.85,4.81,2/19/2024,23:00,4,1,18,46,46
313,1.5,15.9,7.6,23,0.85,4.27,2/20/2024,0:00,3,1,15,42,42
252,1.4,19.9,6.3,23,0.84,4.19,2/20/2024,1:00,3,1,18,35,35
280,1.4,16.7,4.7,23,0.88,3.99,2/20/2024,2:00,3,1,15,26,26
315,1.6,20,4.2,23,0.9,3.9,2/20/2024,3:00,3,1,19,24,24
303,1.5,23.8,9.9,23,0.92,3.98,2/20/2024,4:00,3,1,22,53,53
325,1.5,17.9,11.7,22.1,0.92,4.06,2/20/2024,5:00,3,1,17,56,56
401,1.7,19.6,9.1,23,0.91,3.78,2/20/2024,6:00,4,1,18,51,51
813,1.7,14,7.5,23,0.89,3.73,2/20/2024,7:00,8,1,13,42,42
1060,1.7,17.1,6.3,23,0.86,3.44,2/20/2024,8:00,11,1,16,35,35
896,1.7,37.9,6.3,23,0.81,3.79,2/20/2024,9:00,9,1,35,35,35
790,1.8,35.3,14.8,23,0.73,3.63,2/20/2024,10:00,8,1,33,62,62
724,1.7,35.2,13.6,24,0.59,4.29,2/20/2024,11:00,7,1,33,59,59
723,1.6,27.1,11.5,25,0.49,4.33,2/20/2024,12:00,7,1,25,55,55
664,1.7,27.3,20.2,25,0.42,5.55,2/20/2024,13:00,7,1,25,72,72
591,1.6,26.5,14.7,25,0.5,6.48,2/20/2024,14:00,6,1,25,61,61
538,1.5,36.6,11.8,25,0.51,7.26,2/20/2024,15:00,5,1,34,56,56
567,1.5,27.4,10.4,25,0.56,7.51,2/20/2024,16:00,6,1,25,53,53
727,1.6,25.8,10.1,25,0.62,7.1,2/20/2024,17:00,7,1,24,53,53
827,1.6,28,9.3,25,0.71,5.89,2/20/2024,18:00,8,1,26,51,51
711,1.5,33.3,14.3,24,0.78,5.41,2/20/2024,19:00,7,1,31,61,61
621,1.6,27.1,11,24,0.79,5.12,2/20/2024,20:00,6,1,25,55,55
524,1.5,27.4,8,24,0.81,4.65,2/20/2024,21:00,5,1,25,45,45
472,1.6,23.8,9.6,24,0.81,5.03,2/20/2024,22:00,5,1,22,52,52
391,1.5,26.8,7.3,24,0.8,5.01,2/20/2024,23:00,4,1,25,41,41
286,1.5,28.7,5.5,24,0.81,5.03,2/21/2024,0:00,3,1,27,31,31
249,1.4,21.5,4.3,24,0.82,4.74,2/21/2024,1:00,2,1,20,24,24
321,1.6,16.7,4.4,24,0.87,3.35,2/21/2024,2:00,3,1,15,25,25
379,1.6,20.9,15.9,24,0.88,3.37,2/21/2024,3:00,4,1,19,64,64
278,1.7,15.5,13.7,24,0.89,3.21,2/21/2024,4:00,3,1,14,60,60
296,1.6,14.6,11,24,0.91,3.91,2/21/2024,5:00,3,1,14,55,55
414,1.7,19.6,10.1,24,0.92,3.79,2/21/2024,6:00,4,1,18,53,53
830,1.7,22.4,7.9,24,0.91,3.89,2/21/2024,7:00,8,1,21,44,44
1420,1.9,18.3,7.5,24,0.84,4.43,2/21/2024,8:00,14,1,17,42,42
1130,1.9,21.1,5.7,25,0.79,4.78,2/21/2024,9:00,11,1,20,32,32
824,1.9,25,6.3,25,0.72,4.53,2/21/2024,10:00,8,1,23,35,35
835,1.7,23.5,11.4,26,0.62,3.88,2/21/2024,11:00,8,1,22,55,55
754,1.8,31,9.3,26,0.52,4.43,2/21/2024,12:00,7,1,29,51,51
662,1.7,37.2,11.2,27,0.45,4.68,2/21/2024,13:00,7,1,34,55,55
636,1.6,35.9,14.6,27,0.4,4.91,2/21/2024,14:00,6,1,33,61,61
648,1.5,28.4,12.9,27,0.48,7.81,2/21/2024,15:00,6,1,26,58,58
756,1.7,21.8,10.1,27,0.54,7.74,2/21/2024,16:00,8,1,20,53,53
1050,1.6,22.1,9.1,26,0.58,7.19,2/21/2024,17:00,10,1,20,51,51
1090,1.6,21.2,7.5,26,0.68,6.05,2/21/2024,18:00,11,1,20,42,42
770,1.5,21.1,8.4,26,0.74,5.21,2/21/2024,19:00,8,1,20,47,47
569,1.5,18.1,8.1,25,0.8,5.01,2/21/2024,20:00,6,1,17,45,45
480,1.4,27.4,7.1,25,0.82,4.23,2/21/2024,21:00,5,1,25,39,39
408,1.4,26.3,7.7,25,0.83,4.68,2/21/2024,22:00,4,1,24,43,43
345,1.4,21.5,6.6,25,0.83,4.85,2/21/2024,23:00,3,1,20,37,37
342,1.3,15.7,6.1,24,0.82,4.5,2/22/2024,0:00,3,1,15,34,34
291,1.3,19.9,6.4,24,0.82,4.46,2/22/2024,1:00,3,1,18,35,35
299,1.3,17.3,11.2,24,0.86,4.18,2/22/2024,2:00,3,1,16,55,55
298,1.3,18.6,10.1,24,0.86,3.62,2/22/2024,3:00,3,1,17,53,53
343,1.5,14.7,8.3,23,0.86,3.55,2/22/2024,4:00,3,1,14,46,46
382,1.5,11,6.6,23,0.86,3.44,2/22/2024,5:00,4,1,10,36,36
561,1.6,13.5,5.1,23,0.85,3.69,2/22/2024,6:00,6,1,13,28,28
1020,1.6,12.5,4.7,23,0.82,4.09,2/22/2024,7:00,10,1,12,26,26
1120,1.6,13.5,4.9,24,0.81,4.01,2/22/2024,8:00,11,1,13,27,27
959,1.5,10.6,4,24,0.79,4.15,2/22/2024,9:00,10,1,10,22,22
880,1.6,8.7,9.4,25,0.76,4.34,2/22/2024,10:00,9,1,8,52,52
825,1.5,13.9,8.1,25,0.74,4.72,2/22/2024,11:00,8,1,13,45,45
709,1.6,13.9,6.7,25,0.67,5.05,2/22/2024,12:00,7,1,13,37,37
665,1.6,11.4,8.1,25,0.64,4.91,2/22/2024,13:00,7,1,11,45,45
665,1.7,14.1,6.6,26,0.6,4.9,2/22/2024,14:00,7,1,13,37,37
694,1.6,14.5,6.3,25,0.69,5.48,2/22/2024,15:00,7,1,13,35,35
1110,1.8,12.8,4.6,24,0.69,5.56,2/22/2024,16:00,11,1,12,26,26
1300,1.7,17,4.2,24,0.69,5.64,2/22/2024,17:00,13,1,16,23,23
1150,1.8,19.4,4.8,24,0.76,5,2/22/2024,18:00,11,1,18,27,27
782,1.5,15.5,4.6,24,0.8,4.71,2/22/2024,19:00,8,1,14,26,26
685,1.7,12.5,3.8,23,0.83,4.3,2/22/2024,20:00,7,1,12,21,21
525,1.5,17.2,10.3,23,0.84,4.01,2/22/2024,21:00,5,1,16,53,53
491,1.6,12.4,8.1,23,0.86,3.85,2/22/2024,22:00,5,1,11,45,45
414,1.4,11.8,8.7,23,0.86,3.76,2/22/2024,23:00,4,1,11,48,48
395,1.6,10.5,6.4,23,0.86,3.79,2/23/2024,0:00,4,1,10,35,35
365,1.5,10.3,6.3,23,0.86,3.7,2/23/2024,1:00,4,1,10,35,35
405,1.6,10.6,6.4,23,0.88,3.93,2/23/2024,2:00,4,1,10,35,35
318,1.4,8.6,5.8,23,0.88,4.04,2/23/2024,3:00,3,1,8,32,32
361,1.5,7.2,7.1,23,0.87,4.16,2/23/2024,4:00,4,1,7,40,40
430,1.5,12.6,11,22,0.86,3.87,2/23/2024,5:00,4,1,12,55,55
570,1.8,9.3,10.7,23,0.83,3.54,2/23/2024,6:00,6,1,9,54,54
1230,1.8,12.5,9.5,22,0.8,3.01,2/23/2024,7:00,12,1,12,52,52
1690,2,15.6,10.1,21,0.78,3.11,2/23/2024,8:00,17,1,14,53,53
1440,1.7,21.5,7.9,19,0.79,3.32,2/23/2024,9:00,14,1,20,44,44
1370,1.7,17.2,7.7,19,0.77,3.8,2/23/2024,10:00,14,1,16,43,43
1150,1.5,13.7,6.5,18,0.77,4.41,2/23/2024,11:00,11,1,13,36,36
1060,1.6,10,5.6,18,0.76,4.13,2/23/2024,12:00,11,1,9,31,31
908,1.5,10.9,5.7,17,0.76,3.85,2/23/2024,13:00,9,1,10,31,31
875,1.5,9.2,5.9,17,0.76,3.46,2/23/2024,14:00,9,1,9,33,33
869,1.4,7.2,4.9,17,0.76,3.61,2/23/2024,15:00,9,1,7,27,27
1010,1.6,6.8,4.8,16,0.79,3.88,2/23/2024,16:00,10,1,6,26,26
1170,1.5,4.9,6.3,16,0.81,3.99,2/23/2024,17:00,12,1,5,35,35
1500,1.6,11.4,11.4,16,0.84,3.85,2/23/2024,18:00,15,1,11,55,55
1320,1.6,11.3,9.3,15,0.85,3.64,2/23/2024,19:00,13,1,10,51,51
1080,1.6,15.5,12.9,15,0.84,3.42,2/23/2024,20:00,11,1,14,58,58
898,1.4,13.3,12.6,15,0.86,3.08,2/23/2024,21:00,9,1,12,58,58
806,1.5,11.8,10.5,15,0.86,2.66,2/23/2024,22:00,8,1,11,54,54
683,1.3,10,8.5,15,0.87,2.4,2/23/2024,23:00,7,1,9,47,47
499,1.3,10.2,6.1,14,0.88,2.24,2/24/2024,0:00,5,1,9,34,34
467,1.3,10,4.6,14,0.87,2.45,2/24/2024,1:00,5,1,9,25,25
458,1.5,10.1,4,14,0.87,2.22,2/24/2024,2:00,5,1,9,22,22
398,1.3,10.7,3.5,14,0.85,2.93,2/24/2024,3:00,4,1,10,20,20
382,1.3,7.9,5.1,13,0.85,2.85,2/24/2024,4:00,4,1,7,28,28
389,1.2,7.9,5,13,0.86,2.78,2/24/2024,5:00,4,1,7,28,28
435,1.6,7.3,6,13,0.88,2.47,2/24/2024,6:00,4,1,7,33,33
516,1.4,5.6,7.1,13,0.88,2.43,2/24/2024,7:00,5,1,5,40,40
654,1.6,5.4,8.2,13,0.88,2.39,2/24/2024,8:00,6,1,5,46,46
696,1.3,4.5,7.7,13,0.87,2.46,2/24/2024,9:00,7,1,4,43,43
734,1.5,5.6,7.9,13,0.86,2.21,2/24/2024,10:00,7,1,5,44,44
666,1.4,6.1,5.8,13,0.85,2.31,2/24/2024,11:00,7,1,6,32,32
761,1.5,7.2,6.2,13,0.83,2.27,2/24/2024,12:00,8,1,7,35,35
672,1.4,6.9,6.2,13,0.82,2.29,2/24/2024,13:00,7,1,6,35,35
646,1.6,7.7,7.5,13,0.79,2.12,2/24/2024,14:00,6,1,7,41,41
621,1.4,7.1,5.6,13,0.78,2.38,2/24/2024,15:00,6,1,7,31,31
739,1.8,8,5.2,12,0.78,2.87,2/24/2024,16:00,7,1,7,29,29
721,1.5,8.2,6.3,12,0.77,2.27,2/24/2024,17:00,7,1,8,35,35
793,1.7,6.4,6.7,13,0.78,1.93,2/24/2024,18:00,8,1,6,37,37
687,1.5,6.3,5.2,12,0.78,1.85,2/24/2024,19:00,7,1,6,29,29
654,1.7,5.5,8.1,12,0.8,2.13,2/24/2024,20:00,6,1,5,45,45
586,1.5,5.6,8.4,12,0.82,2.23,2/24/2024,21:00,6,1,5,47,47
